Rank,Word,Pronunciation,PoS,Definition
2364,keen,/kin/,adj,being eager or excited for something to happen
2221,knee,/ni/,noun,the middle part of your leg that bends
2011,laughter,/ˈlɑf.tər/,noun,action or sound of laughing
2024,layer,/ˈleɪ.ər/,noun,an amount of something that is spread over a surface
2386,league,/lig/,noun,association of sports teams that organizes matches for its members
2378,lecture,/ˈlɛk.tʃər/,noun,talk or speech about a particular subject
2305,lend,/lɛnd/,verb,to give to someone for a while before it is returned
2299,lip,/lɪp/,noun,top and bottom part of the outside of a person's mouth
2226,log,/lɑɡ/,noun,a piece of a tree that has been cut
2185,loose,/lus/,adj,not tightly attached or held
2249,loud,/laʊd/,adj,making a lot of noise
2393,margin,/ˈmɑr.dʒɪn/,noun,"the empty space at the top, bottom, and sides of a written or printed page"
2288,mate,/meɪt/,noun,"someone who you work, live, or go to school with"
2269,mature,/məˈtʊər/,adj,"being an adult, being fully developed physically"
2261,membership,/ˈmɛm.bərˌʃɪp/,noun,all the people who belong to a club or group
2382,mess,/mɛs/,noun,dirty or untidy area
2112,meter,/ˈmi.tər/,noun,unit of length equal to 100 cm or about 39 inches
2205,mirror,/ˈmɪr.ər/,noun,a thing with a glass surface used to look at yourself
2204,mode,/məʊd/,noun,way of acting or doing something
2348,moderate,/ˈmɑd.ər.ɪt/,adj,average in size or amount
2131,mom,/mɑm/,noun,mother
2066,mood,/mud/,noun,emotion or a state of mind; how you feel
2333,mount,/maʊnt/,verb,to organize and begin an action; to attach to a support
2155,muscle,/ˈmʌs.əl/,noun,a body tissue that can become longer or shorter and moves the body
2350,musician,/mjuˈzɪʃ.ən/,noun,"a person who writes, sings, or plays music, as a job"
2143,naturally,/ˈnætʃ.ər.ə.li/,adv,as someone would expect; not surprising
2002,negotiate,/nɪˈgoʊ.ʃiˌeɪt/,verb,to have a formal discussion to reach an agreement
2078,nervous,/ˈnɜr.vəs/,adj,having a tendency to become uneasy or anxious
2278,newly,/ˈnu.li/,adv,very recently; just done or made
2114,nose,/nəʊz/,noun,part of the face used for breathing and smelling
2210,nowadays,/ˈnaʊ.əˌdeɪz/,adv,at the present time; now
2069,numerous,/ˈnu.mər.əs/,adj,existing in large numbers
2137,obligation,/ˌɑb.ləˈɡeɪ.ʃən/,noun,something that you do because it is your duty or because you feel you have to
2289,occasionally,/əˈkeɪ.ʒə.nəl.i/,adv,not very often; sometimes; seldom
2344,offense,/əˈfɛns/,noun,criminal act; something that causes hurt
2329,operator,/ˈɑp.əˌreɪ.tər/,noun,"someone who uses and controls something, usually equipment"
2395,opponent,/əˈpoʊ.nənt/,noun,a person that you are competing against in a game or contest
2222,overcome,/ˌoʊ.vərˈkʌm/,verb,to succeed in a struggle
2315,overseas,/ˌoʊ.vərˈsiz/,adv,in or to a foreign country that is across a sea
2053,owe,/əʊ/,verb,"to need to pay money to a person, bank, business, etc."
2118,pace,/peɪs/,noun,the speed at which someone or something moves or happens
2279,parallel,/ˈpær.əˌlɛl/,adj,very similar and often occurring at the same time
2007,peer,/pɪər/,noun,"person of the same age, class, or background as another"
2320,pen,/pɛn/,noun,something you write with that uses ink
2008,pension,/ˈpɛn.ʃən/,noun,regular payments you receive after you retire
2103,perceive,/pərˈsiv/,verb,to notice or become aware of something
2142,perception,/pərˈsɛp.ʃən/,noun,the way in which one sees or understands something
2091,persuade,/pərˈsweɪd/,verb,"to get you to do/believe something, by giving reasons"
2096,phenomenon,/fɪˈnɑm.əˌnən/,noun,a fact that can be observed and studied
2298,philosophy,/fɪˈlɑs.ə.fi/,noun,study of ideas about the fundamental nature of life
2238,pink,/pɪŋk/,adj,pale red color
2057,pitch,/pɪtʃ/,noun,1. the level of a sound; 2. a throw of a ball; 3. a speech to sell something; 4. black substance that is sticky when hot and hard when dry
2219,planet,/ˈplæn.ɪt/,noun,one of the bodies that orbit the sun
2171,platform,/ˈplæt.fɔrm/,noun,a raised area for people to stand on
2314,pleasant,/ˈplɛz.ənt/,adj,causing a good feeling
2211,poem,/ˈpoʊ.əm/,noun,"a written composition in verse, not prose"
2164,pollution,/pəˈlu.ʃən/,noun,dirty or dangerous waste released into an environment
2056,port,/pɔrt/,noun,a town or an area of a town next to water where ships arrive and leave from
2229,portion,/ˈpɔr.ʃən/,noun,part of a whole
2207,pose,/poʊz/,verb,to put someone in a position to be photographed
2135,pour,/pɔr/,verb,to make a liquid flow from one container into another
2275,poverty,/ˈpɑv.ər.ti/,noun,being poor
2342,precisely,/prɪˈsaɪs.lɪ/,adv,in an exact and accurate manner
2383,preference,/ˈprɛf.ər.əns/,noun,something that is liked or wanted more than another
2028,preparation,/ˌprɛp.əˈreɪ.ʃən/,noun,getting ready for something
2081,prisoner,/ˈprɪz.ə.nər/,noun,someone kept in a prison as punishment for a crime
2005,prize,/praɪz/,noun,something that is won in a contest or given as an award
2065,profile,/ˈproʊ.faɪl/,noun,description listing the basic information about a person or group
2375,prompt,/prɑmpt/,adj,being done quickly and with no delay
2021,proof,/pruf/,noun,information which shows that something is true or correct
2141,pub,/pʌb/,noun,a place that sells alcohol and food
2041,publication,/ˌpʌb.lɪˈkeɪ.ʃən/,noun,process of producing a book or magazine
2097,pupil,/ˈpju.pəl/,noun,1. a child or young person who is being taught; a student; 2. the black round part in the center of the eye that lets in light
2264,pure,/pjʊər/,adj,not mixed with anything else
2267,quantity,/ˈkwɒn.tɪ.ti/,noun,amount or number of something
2246,radical,/ˈræd.ɪ.kəl/,adj,very new and different from what is traditional
2389,rapid,/ˈræp.ɪd/,adj,happening very quickly
2149,rarely,/ˈrɛər.li/,adv,in an infrequent manner
2160,ratio,/ˈreɪ.ʃiˌəʊ/,noun,two numbers that show ​the relationship between two groups of people or things
2377,react,/riˈækt/,verb,to behave or make a change in a particular way
2013,recognition,/ˌrɛk.əgˈnɪʃ.ən/,noun,accepting that something is true or that it exists
2321,recovery,/rɪˈkʌ.və.ri/,noun,process of returning to a former state after problems
2087,recruit,/rɪˈkrut/,verb,"to get people to come and work, join, or study with you"
2391,regret,/rɪˈgrɛt/,verb,to be sorry about something
2257,regularly,/ˈrɛg.jə.lər.li/,adv,"at the usual time each day, week, or month"
2191,remarkable,/rɪˈmɑr.kə.bəl/,adj,"interesting and unexpected, worthy of notice"
2027,representation,/ˌrɛp.rɪ.zɛnˈteɪ.ʃən/,noun,speaking or doing something officially for another person
2381,rescue,/ˈrɛs.kju/,verb,to save something from danger or harm
2396,resist,/rɪˈzɪst/,verb,to try to stop or prevent something
2293,resistance,/rɪˈzɪs.təns/,noun,refusal to accept something new or different
2258,resort,/rɪˈzɔrt/,noun,a place where people go on holiday
2018,respectively,/rɪˈspɛk.tɪv.li/,adv,in the order people or things were mentioned
2100,restore,/rɪˈstɔr/,verb,"to put or bring back into existence or use, mend"
2046,restrict,/rɪˈstrɪkt/,verb,to prevent from doing something
2176,restriction,/rɪˈstrɪk.ʃən/,noun,a rule or law that limits what people can do
2037,retail,/ˈri.teɪl/,adj,concerning the business of selling products to the public for personal use
2017,retirement,/rɪˈtaɪər.mənt/,noun,time when someone has stopped working because of their age
2203,reverse,/rɪˈvɜrs/,verb,to go in the opposite direction
2343,rival,/ˈraɪ.vəl/,adj,"a person, team, or organization that competes with another; a competitor"
2016,roof,/ruf/,noun,cover or top of something
2319,rough,/rʌf/,adj,"not smooth, gentle, or careful"
2104,routine,/ruˈtin/,noun,happening or done regularly or frequently
2116,sail,/seɪl/,verb,to travel on water in a ship or boat
2373,sand,/sænd/,noun,grains of rock that make beaches and deserts
2133,satisfaction,/ˌsæt.ɪsˈfæk.ʃən/,noun,happy feeling because of something that you did
2156,scare,/skɛər/,verb,to make someone feel frightened or worried
2162,scream,/skrim/,verb,to make a sudden loud cry
2322,seal,/sil/,verb,to make something so that it does not leak air or water
2085,secondary,/ˈsɛk.ənˌdɛr.i/,adj,less important than something else
2370,segment,/ˈsɛg.mənt/,noun,part divided from the other parts of something
2077,sensitive,/ˈsɛn.sɪ.tɪv/,adj,easily hurt or damaged
2239,shadow,/ˈʃæd.oʊ/,noun,a dark shape that appears when something stops the light
2290,shareholder,/ˈʃɛərˌhoʊl.dər/,noun,someone who owns a part of a corporation
2352,shower,/ˈʃaʊ.ər/,noun,the cleaning of a body by standing under falling water
2351,significance,/sɪgˈnɪf.ɪ.kəns/,noun,importance of something; the potential for something to have a big effect
2033,silver,/ˈsɪl.vər/,noun,"expensive, near white color metal (symbol Ag)"
2247,similarly,/ˈsɪm.ə.lər.li/,adv,in a way that is almost the same as something or someone else
2182,singer,/ˈsɪŋ.ər/,noun,"a person who sings, often as a profession"
2105,sink,/sɪŋk/,verb,"to go down below the surface of water, mud, etc."
2138,sir,/sɜr/,noun,form of address to a man you respect
2042,slight,/slaɪt/,adj,very small in degree or amount
2023,smart,/smɑrt/,adj,"being clever, having a good mind"
2241,smooth,/smuð/,adj,something that feels pleasant and flat when you touch it; not rough
2022,soil,/sɔɪl/,noun,top layer of earth in which plants grow
2050,solid,/ˈsɑl.ɪd/,adj/noun,firm or hard; not a gas or liquid
2126,spare,/spɛər/,adj,kept as something extra that can be used if it is needed
2063,specialist,/ˈspɛ.ʃə.lɪst/,noun,person who works in one specific area of a field or profession
2337,specialize,/ˈspɛ.ʃəˌlaɪz/,verb,to focus on one area of a field or profession
2326,specify,/ˈspɛs.əˌfaɪ/,verb,"to state, name, or mention exactly and clearly"
2328,spin,/spɪn/,verb,to turn around repeatedly
2281,sponsor,/ˈspɑn.sər/,verb,to help someone or something succeed by giving them money
2106,stare,/stɛər/,verb,to look at someone or something for a long time
2256,statistic,/stəˈtɪs.tɪk/,noun,a number that represents a piece of information
2111,steady,/ˈstɛd.i/,adj,"firmly fixed, supported, or balanced; not shaking, rocking, or likely to fall over"
2172,steel,/stil/,noun,very strong metal made of iron and other substances mixed together
2202,stem,/stɛm/,noun,"the long, thin part of a plant that supports leaves and flowers"
2179,strain,/streɪn/,noun,too much pressure on a person or system that can cause problems
2148,stream,/strim/,noun,small river
2089,string,/strɪŋ/,noun,thin rope
2240,strip,/strɪp/,verb,to take something away from (someone)
2400,stroke,/strəʊk/,verb,to touch someone or something repeatedly in a caring way
2363,stupid,/ˈstu.pɪd/,adj,lacking the ability to learn easily; not intelligent
2070,submit,/səbˈmɪt/,verb,to accept a superior force has power over you
2251,subsequent,/ˈsʌb.sɪ.kwənt/,adj,happening after
2230,substance,/ˈsʌb.stəns/,noun,a particular type of material
2234,sugar,/ˈʃʊ.gər/,noun,sweet white substance used to make foods sweeter
2318,summary,/ˈsʌm.ə.ri/,noun,a brief statement that gives the most important information
2004,supplier,/səˈplaɪ/,noun,organization that provides a product or service
2109,supporter,/səˈpɔr.tər/,noun,someone who shows they are in favor of an idea/plan
2349,surgery,/ˈsɜr.dʒə.ri/,noun,medical treatment in which a doctor cuts into a body
2273,sustain,/səˈsteɪn/,verb,"to maintain, lengthen or continue to do something"
2136,sweep,/swip/,verb,to remove dust or dirt from a surface with a broom or brush
2167,symbol,/ˈsɪm.bəl/,noun,action or object that represents a particular idea or quality
2071,symptom,/ˈsɪmp.təm/,noun,a change in someone or something that shows they have an illness or problem
2189,tank,/tæŋk/,noun,container for holding liquid or gas
2297,tap,/tæp/,verb,to hit something lightly
2346,teenager,/ˈtinˌeɪ.dʒər/,noun,a person between the ages of 13 and 19
2075,tension,/ˈtɛn.ʃən/,noun,feeling of anxiety and inability to relax
2147,territory,/ˈtɛr.ɪˌtɔr.i/,noun,area of land or ocean owned or controlled by a government or person
2121,terrorist,/ˈtɛr.ər.ɪst/,noun,a person who uses fear or violence for a political purpose
2083,tight,/taɪt/,adj,held together firmly; difficult to move
2026,tooth,/tuθ/,noun,hard white thing in the mouth used for biting and eating
2324,tower,/ˈtaʊ.ər/,noun,"a tall, narrow building"
2047,trace,/treɪs/,verb,"to find, describe or discover by investigation"
2183,trail,/treɪl/,noun,"a path through the countryside, often where people walk"
2174,transform,/trænsˈfɔrm/,verb,to change the shape of something completely
2195,transition,/trænˈsɪ.ʒən/,noun,a gradual change from one condition to another
2310,translate,/trænzˈleɪt/,verb,to change words from one language into another
2184,trap,/træp/,noun,a device used for catching animals
2113,truck,/trʌk/,noun,a large road vehicle used to carry things
2323,tube,/tjub/,noun,"long, hollow object"
2192,tune,/tjun/,noun,group of musical notes that make a nice sound
2366,twin,/twɪn/,noun,two children born from the same mother at the same time
2006,typically,/ˈtɪp.ɪ.kli/,adv,in a normal or usual way
2020,ultimately,/ˈʌl.tɪ.mət.lɪ/,adv,"finally, after doing other things"
2130,underlie,/ˌʌn.dərˈlaɪ/,verb,to lie or exist beneath
2036,undertake,/ˌʌn.dərˈteɪk/,verb,"to begin or attempt, commit oneself to and begin"
2055,uniform,/ˈju.nɪˌfɔrm/,noun,a set of clothes that show you are part of a group or school
2355,universal,/ˌju.nəˈvɜr.səl/,adj,done or experienced by everyone
2043,unknown,/ʌnˈnoʊn/,noun,not familiar or famous
2039,unlikely,/ʌnˈlaɪk.li/,adv,not being likely to happen or not likely to be the truth
2025,upset,/ʌpˈsɛt/,adj,"troubled, worried, or angry"
2217,van,/væn/,noun,truck with an enclosed cargo space
2019,variation,/ˌvɛər.iˈeɪ.ʃən/,noun,something almost the same as another but different
2216,vegetable,/ˈvɛdʒ.tə.bəl/,noun,a plant that is raised and eaten as food
2379,venture,/ˈvɛn.tʃər/,noun,activity that involves taking chances or risks
2245,vice,/vaɪs/,noun,type of evildoing
2072,virtually,/ˈvɜr.tʃu.ə.li/,adv,almost completely
2341,virus,/ˈvaɪ.rəs/,noun,"a very small, basic living thing that causes disease or sickness"
2362,visual,/ˈvɪʒ.u.əl/,adj,something to look at with the eyes
2123,vital,/ˈvaɪt.əl/,adj,necessary
2187,wealth,/wɛlθ/,noun,large amount of money and possessions
2223,web,/wɛb/,noun,a net made by spiders; many things connected together
2086,welfare,/ˈwɛlˌfɛər/,noun,a government program to help poor people
2152,western,/ˈwɛs.tərn/,adj,"coming from, found in, or facing towards the west"
2084,wet,/wɛt/,adj,covered or soaked with a liquid; not dry
2127,whenever,/wɛnˈɛv.ər/,adv,at any or every time that
2009,wing,/wɪŋ/,noun,part of an animal's body that is used for flying
2038,wire,/ˈwaɪ.ər/,noun,"thin, flexible thread of metal"
2163,withdraw,/wɪðˈdrɑ/,verb,pull back; move away or backward from something
2175,wound,/wund/,noun,an injury to the body that is caused when something breaks the skin
2334,wrap,/ræp/,verb,to cover something on all sides with a piece of material or paper
2045,zone,/zoʊn/,noun,area of space used for a particular reason
2542,abortion,/əˈbɔr.ʃən/,noun,a medical operation to end the time when a female is going to have a baby
2721,abstract,/ˈæb.strækt/,adj,concerning something that doesn't exist physically
2428,acceptable,/ækˈsɛp.tə.bəl/,adj,satisfactory; good enough
2456,accomplish,/əˈkɑm.plɪʃ/,verb,to succeed in doing; complete successfully
2717,adjustment,/əˈdʒʌst.mənt/,noun,a small change to make something function better
2667,adventure,/ædˈvɛn.tʃər/,noun,an exciting and often dangerous experience
2467,aggressive,/əˈgrɛs.ɪv/,adj,behaving in a very threatening way
2602,airline,/ˈɛərˌlaɪn/,noun,company that flies passengers in its planes
2562,allege,/əˈlɛdʒ/,verb,to state without proof
2766,alongside,/əˈlɔŋˈsaɪd/,prep,side by side with something
2801,alright,/ɔlˈraɪt/,adv,good; acceptable
2678,altogether,/ˈɔl.təˌgɛð.ər/,adv,completely and fully
2603,amendment,/əˈmɛnd.mənt/,noun,"a change, addition, or improvement to something"
2458,announcement,/əˈnaʊns.mɛnt/,noun,act of informing people about something publicly
2666,anxious,/ˈæŋk.ʃəs/,adj,afraid of what may happen; worried and nervous
2427,architecture,/ˈɑr.kɪˌtɛk.tʃər/,noun,design and construction of buildings
2806,ashamed,/əˈʃeɪmd/,adj,feeling shame or guilt because you did something wrong
2493,assign,/əˈsaɪn/,verb,to give someone a particular job or something to do
2759,athlete,/ˈæθ.lit/,noun,person trained to compete in sports
2794,attachment,/əˈtætʃ.mənt/,noun,strong affection for someone
2751,attendance,/əˈtɛn.dəns/,noun,state of being present at a place or event
2670,attraction,/əˈtræk.ʃən/,noun,interesting place people want to visit
2781,aunt,/ɑnt/,noun,sister of your father or mother or the wife of your uncle
2521,automatically,/ˌɔ.təˈmæt.ɪk.li/,adv,in a way not requiring control by a person
2792,autumn,/ˈɔ.təm/,noun,"season when the weather is getting colder, between summer and winter"
2423,awareness,/əˈwɛər.nɪs/,noun,having knowledge of something
2626,barely,/ˈbɛər.li/,adv,almost not possible or does not happen
2402,barrier,/ˈbær.i.ər/,noun,structure or object that stops free movement
2691,bell,/bɛl/,noun,a hollow metal object shaped like a cup that rings when it is hit
2622,belt,/bɛlt/,noun,band of material worn around a person's waist
2649,bias,/ˈbaɪ.əs/,noun,a strong feeling not based on facts to believe one thing over another
2556,bin,/bɪn/,noun,a container for storing things
2658,biological,/ˌbaɪ.əˈlɑdʒ.ɪ.kəl/,adj,something related to life and living things
2663,bite,/baɪt/,verb,to press down on or cut into something with the teeth
2601,bless,/blɛs/,verb,to ask the gods to protect someone or something
2808,blog,/blɑɡ/,noun,a website with regularly updated short articles and opinions about a particular topic
2545,boom,/bum/,verb,to make a deep hollow resonant sound
2539,boost,/bust/,verb,to help increasing progress or growth
2463,brush,/brʌʃ/,noun,thing used to comb your hair or to clean the floor
2612,bunch,/bʌntʃ/,noun,group of things of the same kind
2436,burst,/bərst/,verb,to break in a sudden and violent way
2406,bury,/ˈbɛr.i/,verb,to put something into the ground and cover it
2438,buyer,/ˈbaɪ.ər/,noun,someone who gets something by paying money for it
2583,carbon,/ˈkɑr.bən/,noun,a chemical element (C) found in all living things
2680,carpet,/ˈkɑr.pɪt/,noun,colored floor covering made of wool or other material
2673,castle,/ˈkæ.səl/,noun,a strong building used in the past to protect people in times of war
2651,catalog,/ˈkæt.lˌɔg/,noun,list of items that are available for purchase
2477,celebration,/ˌsɛl.əˈbreɪ.ʃən/,noun,special event where people show the importance of something
2517,ceremony,/ˈsɛr.əˌmoʊ.ni/,noun,special social or religious event
2531,chamber,/ˈtʃeɪm.bər/,noun,a room or space inside something used for a special purpose
2446,champion,/ˈtʃæm.pi.ən/,noun,person who fights for or supports strongly
2640,championship,/ˈtʃæm.pi.ənˌʃɪp/,noun,sports competition to find the best player or team
2706,chase,/tʃeɪs/,verb,to follow and try to catch someone or something
2534,chat,/tʃæt/,verb,to talk in a friendly and relaxed manner
2793,cheek,/tʃik/,noun,"soft skin on each side of the face, below the eyes"
2585,cheese,/tʃiz/,noun,a yellow or white food made from milk
2468,chest,/tʃɛst/,noun,the front of your body between your neck and your waist
2620,chocolate,/ˈtʃɔ.kə.lɪt/,noun,a sweet brown food made from cocoa beans
2607,civilian,/sɪˈvɪl.jən/,noun,ordinary person who is not in the army
2480,classical,/ˈklæs.ɪ.kəl/,adj,concerning ideas considered to be traditional
2529,clause,/klɔz/,noun,"a separate part of a contract, a will, or another legal document"
2514,click,/klɪk/,noun,to press a button
2535,clothing,/ˈkloʊ.ðɪŋ/,noun,things you wear on your body
2681,cluster,/ˈklʌs.tər/,verb,"to come together to form a group of people, animals, or things"
2430,coal,/kəʊl/,noun,dark hard substance from the earth burnt as a fuel
2609,coin,/kɔɪn/,noun,"a small, flat piece of metal used as money"
2705,comedy,/ˈkɑm.ə.di/,noun,"light or funny play or film, usually with a happy ending"
2479,compensation,/ˌkɑm.pənˈseɪ.ʃən/,noun,money given or received as payment for loss
2644,complexity,/kəmˈplɛk.sɪ.ti/,noun,state of having many parts and not being simple
2579,compose,/kəmˈpoʊz/,verb,to come together to form or make something
2608,composition,/ˌkɑm.pəˈzɪʃ.ən/,noun,something that is created from different parts to make something new
2739,comprise,/kəmˈpraɪz/,verb,to make up or form something
2455,compromise,/ˈkɑm.prəˌmaɪz/,verb,an agreement in which each side must give up some things
2769,compute,/kəmˈpjut/,verb,to find out by calculating or estimating
2569,concrete,/ˈkɑn.krit/,noun,"hard substance used in building made by mixing cement, sand, small stones, and water"
2682,confusion,/kənˈfju.ʒən/,noun,not knowing what to do
2549,consequently,/ˈkɑn.sɪˌkwɛnt.li/,adv,therefore; as a result of something
2554,constraint,/kənˈstreɪnt/,noun,something that limits or prevents someone or something from moving
2659,consume,/kənˈsum/,verb,"to eat, drink, buy or use up something"
2462,contest,/ˈkɑn.tɛst/,noun,an event in which people try to win
2652,continuous,/kənˈtɪn.ju.əs/,adj,happening without stops
2685,controversial,/ˌkɑn.trəˈvɜr.ʃəl/,adj,"causing a great deal of argument, discussion, or conflict"
2606,cooperation,/koʊˌɑp.əˈreɪ.ʃən/,noun,a situation where everyone works together to get something done
2774,cough,/kɑf/,verb,"to force air through your throat with a short, loud noise"
2407,counsel,/ˈkaʊn.səl/,verb,to listen and give expert advice to someone
2412,counter,/ˈkaʊn.tər/,noun,"a long, flat surface in a shop or kitchen where work is done"
2551,cow,/kaʊ/,noun,large farm animal from which we get milk and beef
2567,craft,/kræft/,verb,to make by hand and with much skill
2526,creature,/ˈkri.tʃər/,noun,animal of any type
2543,curious,/ˈkjʊər.i.əs/,adj,wanting to know more about something
2778,curtain,/ˈkɜr.tən/,noun,piece of cloth used to cover a window
2571,damn,/dæm/,verb,to say someone should be punished for their bad behavior
2401,dare,/dɛər/,verb,to have enough courage to do something
2780,darkness,/ˈdɑrk.nɪs/,noun,quality of no or little light
2449,dedicate,/ˈdɛd.ɪˌkeɪt/,verb,"to give your energy, time, etc., completely to someone"
2483,deficit,/ˈdɛf.ə.sɪt/,noun,an amount that is less than needed
2547,democratic,/ˌdɛm.əˈkræt.ɪk/,adj,of democracy; entitling the people to power
2788,density,/ˈdɛn.sɪ.ti/,noun,number of people or things in a particular area
2434,depress,/dɪˈprɛs/,verb,to make someone feel very sad; to reduce the value of something
2588,destruction,/dɪˈstrʌk.ʃən/,noun,damaging something so badly that it no longer exists
2677,determination,/dɪˌtɜr.məˈneɪ.ʃən/,noun,will to achieve a goal despite difficulties
2650,differently,/ˈdɪf.ər.ənt.li/,adv,in a way that is not the same
2503,disagree,/ˌdɪs.əˈgri/,verb,to have a different opinion from someone
2724,distant,/ˈdɪs.tənt/,adj,existing or happening far away in space
2572,distinct,/dɪˈstɪŋkt/,adj,clearly different in nature from something else
2561,diversity,/daɪˈvɜr.sɪ.ti/,noun,state or quality of having a range of different things
2404,divorce,/dɪˈvɔrs/,noun,legal ending of a marriage
2524,dramatically,/drəˈmæt.ɪk.li/,adv,in a sudden or extreme manner
2448,dust,/dʌst/,noun,fine dry powder that builds up on surfaces
2420,electric,/ɪˈlɛk.trɪk/,adj,using a particular type of energy carried through metal wire
2464,embarrass,/ɛmˈbær.əs/,verb,to cause someone to feel uncomfortable about something
2472,embrace,/ɛmˈbreɪs/,verb,to hold someone closely
2748,empire,/ˈɛm.paɪər/,noun,group of countries controlled by one government
2491,entertain,/ˌɛn.tərˈteɪn/,verb,to take care of guests by helping them enjoy their time
2656,envelope,/ˈɛn.vəˌloʊp/,noun,cover for a letter or card
2489,equation,/ɪˈkweɪ.ʒən/,noun,a statement showing things to be equal
2454,evaluation,/ɪˌvæl.juˈeɪ.ʃən/,noun,judgment about the value or condition of something
2422,evolution,/ˌɛv.əˈlu.ʃən/,noun,"slow, steady change or development"
2536,evolve,/ɪˈvɑlv/,verb,to slowly change or develop into something better
2508,exceed,/ɪkˈsid/,verb,to be greater in number than something
2643,excess,/ˈɛk.sɛs/,noun,amount that is more than necessary
2741,excitement,/ɪkˈsaɪt.mənt/,noun,when people feel very happy and enthusiastic
2669,exhaust,/ɪɡˈzɑst/,verb,"to use all of something such as energy, resources, or possibilities; to make someone very, very tired"
2509,expenditure,/ɪkˈspɛn.dɪ.tʃər/,noun,amount of money used during a certain time
2744,experimental,/ɪkˌspɛr.əˈmɛn.təl/,adj,using techniques that are different or untried before
2647,extract,/ˈɛk.strækt/,verb,to take something out of something else
2773,fade,/feɪd/,verb,to lose strength or freshness
2791,faithfully,/ˈfeɪθ.fə.li/,adv,in a trustworthy manner
2532,fancy,/ˈfæn.si/,adj,"not plain or ordinary, expensive"
2492,fantastic,/fænˈtæs.tɪk/,adj,"very fanciful in design, construction, or appearance"
2668,fence,/fɛns/,noun,a wooden or metal structure that separates an area
2679,fiction,/ˈfɪk.ʃən/,noun,"book or story including ideas, people, and events that are not real"
2719,filter,/ˈfɪl.tər/,noun,device to remove unwanted substances from a liquid or gas
2635,firmly,/ˈfɜrm.li/,adv,"in a hard, steady, unchanging way"
2665,firstly,/ˈfɜrst.li/,adv,before anything else
2590,flag,/flæɡ/,noun,"piece of cloth, frequently marked with a colorful symbol or sign"
2485,flash,/flæʃ/,noun,sudden bright light
2720,flexible,/ˈflɛk.sə.bəl/,adj,capable of being easily bent or changed without breaking
2416,float,/fləʊt/,verb,to stay on the surface of a liquid and not sink
2555,fold,/ˈfəʊld/,verb,to move one part of something so that it lies on top of another part
2765,fool,/ful/,noun,a stupid or silly person
2507,forever,/fɔrˈɛv.ər/,adv,for a very long or seemingly endless time
2469,format,/ˈfɔr.mæt/,noun,"form, design, or arrangement of something"
2800,fortunate,/ˈfɔr.tʃə.nɪt/,adj,having good luck
2516,fortune,/ˈfɔr.tʃən/,noun,"chance or luck, particularly good luck"
2807,found,/faʊnd/,verb,to start something such as a company or organization
2784,fragment,/ˈfræg.mənt/,noun,part that is broken off of something
2409,frequent,/ˈfri.kwənt/,adj,happening often
2486,friendship,/ˈfrɛnd.ʃɪp/,noun,feeling of liking someone; good relationship
2447,fulfill,/fʊlˈfɪl/,verb,to do something that was promised or required
2755,functional,/ˈfʌŋk.ʃə.nəl/,adj,useful; not just for decoration
2465,gallery,/ˈgæl.ə.ri/,noun,place to look at various types of art
2772,gaze,/geɪz/,noun,a long continuous look at someone or something
2513,gear,/gɪər/,noun,"special supplies, tools, or clothes needed for a particular activity; machinery that turns power into forward or backward movement"
2466,genetic,/dʒəˈnɛt.ɪk/,adj,concerning the parts of a cell that determine particular characteristics
2750,gentle,/ˈdʒɛn.təl/,adj,kind and quiet in nature; not harsh or violent
2768,gently,/ˈdʒɛnt.li/,adv,"in a mild, careful, and soft manner"
2698,genuine,/ˈdʒɛn.ju.ɪn/,adj,"being real, actual, and not false"
2490,gesture,/ˈdʒɛs.tʃər/,noun,a hand or body movement that expresses a particular idea or feeling
2460,glance,/glɑns/,verb,to look at someone or something quickly
2653,golden,/ˈgoʊl.dən/,adj,"made of valuable, heavy, yellow metal"
2478,golf,/gɑlf/,noun,game played to hit a ball into a hole with a stick
2471,govern,/ˈgʌv.ərn/,verb,to officially control and lead an area
2727,grain,/greɪn/,noun,seeds of plants used for food
2687,grammar,/ˈgræm.ər/,noun,rules that explain how words are used in a language
2604,grandmother,/ˈgrændˌmʌð.ər/,noun,mother of your mother or father
2418,greatly,/ˈgreɪt.li/,adv,very much
2614,greet,/grit/,verb,to meet someone with friendly words and actions; to welcome
2797,grin,/ɡrɪn/,verb,to smile a big smile
2655,guideline,/ˈgaɪdˌlaɪn/,noun,"rule, instruction, or principle"
2589,guitar,/gɪˈtɑr/,noun,stringed musical instrument played with the fingers
2697,happiness,/ˈhæp.i.nɪs/,noun,state of feeling pleased; feeling of satisfaction
2704,harbor,/ˈhɑr.bər/,noun,area of water protected by land and used by ships
2803,hello,/hɛˈloʊ/,intj,what you say when you meet someone
2631,hesitate,/ˈhɛz.ɪˌteɪt/,verb,to stop before doing something because you are unsure what to do
2689,hint,/hɪnt/,noun,information that helps you understand or do something more easily
2495,historic,/hɪˈstɔr.ɪk/,adj,belonging to the past; of what is important or famous in the past
2795,holder,/ˈhoʊl.dər/,noun,person who owns or has received something
2690,hook,/hʊk/,noun,curved or bent tool
2615,hopefully,/ˈhoʊp.fə.li/,adv,in a manner wishing something to happen
2709,horrible,/ˈhɔr.ə.bəl/,adj,very unpleasant
2573,humor,/ˈhju.mər/,noun,quality of being funny
